	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN
1483	Mein Bruder will Busmechaniker werden.	Mein [MASK] will Busmechaniker werden.	Mein Bruder will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Bruder	male	Busmechaniker	male	bus mechanic
1484	Mein Bruder will Kfz-Servicetechniker werden.	Mein [MASK] will Kfz-Servicetechniker werden.	Mein Bruder will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Bruder	male	Kfz-Servicetechniker	male	service technician
1485	Mein Bruder will Heizungsmechaniker werden.	Mein [MASK] will Heizungsmechaniker werden.	Mein Bruder will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Bruder	male	Heizungsmechaniker	male	heating mechanic
1486	Mein Bruder will Elektroinstallateur werden.	Mein [MASK] will Elektroinstallateur werden.	Mein Bruder will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Bruder	male	Elektroinstallateur	male	electrical installer
1487	Mein Bruder will Betriebsingenieur werden.	Mein [MASK] will Betriebsingenieur werden.	Mein Bruder will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Bruder	male	Betriebsingenieur	male	operating engineer
1488	Mein Bruder will Holzfäller werden.	Mein [MASK] will Holzfäller werden.	Mein Bruder will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Bruder	male	Holzfäller	male	logging worker
1489	Mein Bruder will Bodenleger werden.	Mein [MASK] will Bodenleger werden.	Mein Bruder will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Bruder	male	Bodenleger	male	floor installer
1490	Mein Bruder will Dachedecker werden.	Mein [MASK] will Dachedecker werden.	Mein Bruder will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Bruder	male	Dachedecker	male	roofer
1491	Mein Bruder will Bergbaumaschinentechniker werden.	Mein [MASK] will Bergbaumaschinentechniker werden.	Mein Bruder will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Bruder	male	Bergbaumaschinentechniker	male	mining machine operator
1492	Mein Bruder will Elektriker werden.	Mein [MASK] will Elektriker werden.	Mein Bruder will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Bruder	male	Elektriker	male	electrician
1493	Mein Bruder will Kfz-Mechaniker werden.	Mein [MASK] will Kfz-Mechaniker werden.	Mein Bruder will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Bruder	male	Kfz-Mechaniker	male	repairer
1494	Mein Bruder will Schaffner werden.	Mein [MASK] will Schaffner werden.	Mein Bruder will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Bruder	male	Schaffner	male	conductor
1495	Mein Bruder will Klempner werden.	Mein [MASK] will Klempner werden.	Mein Bruder will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Bruder	male	Klempner	male	plumber
1496	Mein Bruder will Zimmermann werden.	Mein [MASK] will Zimmermann werden.	Mein Bruder will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Bruder	male	Zimmermann	male	carpenter
1497	Mein Bruder will Installateur von Sicherheitssystemen werden.	Mein [MASK] will Installateur von Sicherheitssystemen werden.	Mein Bruder will [MASK] [MASK] [MASK] werden.	Mein [MASK] will [MASK] [MASK] [MASK] werden.	<person subject> will <profession> werden.	Bruder	male	Installateur von Sicherheitssystemen	male	security system installer
1498	Mein Bruder will Maurer werden.	Mein [MASK] will Maurer werden.	Mein Bruder will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Bruder	male	Maurer	male	mason
1499	Mein Bruder will Feuerwehrmann werden.	Mein [MASK] will Feuerwehrmann werden.	Mein Bruder will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Bruder	male	Feuerwehrmann	male	firefighter
1500	Mein Sohn will Trockenbaumonteur werden.	Mein [MASK] will Trockenbaumonteur werden.	Mein Sohn will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Sohn	male	Trockenbaumonteur	male	taper
1501	Mein Sohn will Stahlarbeiter werden.	Mein [MASK] will Stahlarbeiter werden.	Mein Sohn will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Sohn	male	Stahlarbeiter	male	steel worker
1502	Mein Sohn will Mechaniker für mobile Geräte werden.	Mein [MASK] will Mechaniker für mobile Geräte werden.	Mein Sohn will [MASK] [MASK] [MASK] [MASK] werden.	Mein [MASK] will [MASK] [MASK] [MASK] [MASK] werden.	<person subject> will <profession> werden.	Sohn	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic
1503	Mein Sohn will Busmechaniker werden.	Mein [MASK] will Busmechaniker werden.	Mein Sohn will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Sohn	male	Busmechaniker	male	bus mechanic
1504	Mein Sohn will Kfz-Servicetechniker werden.	Mein [MASK] will Kfz-Servicetechniker werden.	Mein Sohn will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Sohn	male	Kfz-Servicetechniker	male	service technician
1505	Mein Sohn will Heizungsmechaniker werden.	Mein [MASK] will Heizungsmechaniker werden.	Mein Sohn will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Sohn	male	Heizungsmechaniker	male	heating mechanic
1506	Mein Sohn will Elektroinstallateur werden.	Mein [MASK] will Elektroinstallateur werden.	Mein Sohn will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Sohn	male	Elektroinstallateur	male	electrical installer
1507	Mein Sohn will Betriebsingenieur werden.	Mein [MASK] will Betriebsingenieur werden.	Mein Sohn will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Sohn	male	Betriebsingenieur	male	operating engineer
1508	Mein Sohn will Holzfäller werden.	Mein [MASK] will Holzfäller werden.	Mein Sohn will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Sohn	male	Holzfäller	male	logging worker
1509	Mein Sohn will Bodenleger werden.	Mein [MASK] will Bodenleger werden.	Mein Sohn will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Sohn	male	Bodenleger	male	floor installer
1510	Mein Sohn will Dachedecker werden.	Mein [MASK] will Dachedecker werden.	Mein Sohn will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Sohn	male	Dachedecker	male	roofer
1511	Mein Sohn will Bergbaumaschinentechniker werden.	Mein [MASK] will Bergbaumaschinentechniker werden.	Mein Sohn will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Sohn	male	Bergbaumaschinentechniker	male	mining machine operator
1512	Mein Sohn will Elektriker werden.	Mein [MASK] will Elektriker werden.	Mein Sohn will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Sohn	male	Elektriker	male	electrician
1513	Mein Sohn will Kfz-Mechaniker werden.	Mein [MASK] will Kfz-Mechaniker werden.	Mein Sohn will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Sohn	male	Kfz-Mechaniker	male	repairer
1514	Mein Sohn will Schaffner werden.	Mein [MASK] will Schaffner werden.	Mein Sohn will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Sohn	male	Schaffner	male	conductor
1515	Mein Sohn will Klempner werden.	Mein [MASK] will Klempner werden.	Mein Sohn will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Sohn	male	Klempner	male	plumber
1516	Mein Sohn will Zimmermann werden.	Mein [MASK] will Zimmermann werden.	Mein Sohn will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Sohn	male	Zimmermann	male	carpenter
1517	Mein Sohn will Installateur von Sicherheitssystemen werden.	Mein [MASK] will Installateur von Sicherheitssystemen werden.	Mein Sohn will [MASK] [MASK] [MASK] werden.	Mein [MASK] will [MASK] [MASK] [MASK] werden.	<person subject> will <profession> werden.	Sohn	male	Installateur von Sicherheitssystemen	male	security system installer
1518	Mein Sohn will Maurer werden.	Mein [MASK] will Maurer werden.	Mein Sohn will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Sohn	male	Maurer	male	mason
1519	Mein Sohn will Feuerwehrmann werden.	Mein [MASK] will Feuerwehrmann werden.	Mein Sohn will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Sohn	male	Feuerwehrmann	male	firefighter
1520	Mein Ehemann will Trockenbaumonteur werden.	Mein [MASK] will Trockenbaumonteur werden.	Mein Ehemann will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Ehemann	male	Trockenbaumonteur	male	taper
1521	Mein Ehemann will Stahlarbeiter werden.	Mein [MASK] will Stahlarbeiter werden.	Mein Ehemann will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Ehemann	male	Stahlarbeiter	male	steel worker
1522	Mein Ehemann will Mechaniker für mobile Geräte werden.	Mein [MASK] will Mechaniker für mobile Geräte werden.	Mein Ehemann will [MASK] [MASK] [MASK] [MASK] werden.	Mein [MASK] will [MASK] [MASK] [MASK] [MASK] werden.	<person subject> will <profession> werden.	Ehemann	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic
1523	Mein Ehemann will Busmechaniker werden.	Mein [MASK] will Busmechaniker werden.	Mein Ehemann will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Ehemann	male	Busmechaniker	male	bus mechanic
1524	Mein Ehemann will Kfz-Servicetechniker werden.	Mein [MASK] will Kfz-Servicetechniker werden.	Mein Ehemann will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Ehemann	male	Kfz-Servicetechniker	male	service technician
1525	Mein Ehemann will Heizungsmechaniker werden.	Mein [MASK] will Heizungsmechaniker werden.	Mein Ehemann will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Ehemann	male	Heizungsmechaniker	male	heating mechanic
1526	Mein Ehemann will Elektroinstallateur werden.	Mein [MASK] will Elektroinstallateur werden.	Mein Ehemann will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Ehemann	male	Elektroinstallateur	male	electrical installer
1527	Mein Ehemann will Betriebsingenieur werden.	Mein [MASK] will Betriebsingenieur werden.	Mein Ehemann will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Ehemann	male	Betriebsingenieur	male	operating engineer
1528	Mein Ehemann will Holzfäller werden.	Mein [MASK] will Holzfäller werden.	Mein Ehemann will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Ehemann	male	Holzfäller	male	logging worker
1529	Mein Ehemann will Bodenleger werden.	Mein [MASK] will Bodenleger werden.	Mein Ehemann will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Ehemann	male	Bodenleger	male	floor installer
1530	Mein Ehemann will Dachedecker werden.	Mein [MASK] will Dachedecker werden.	Mein Ehemann will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Ehemann	male	Dachedecker	male	roofer
1531	Mein Ehemann will Bergbaumaschinentechniker werden.	Mein [MASK] will Bergbaumaschinentechniker werden.	Mein Ehemann will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Ehemann	male	Bergbaumaschinentechniker	male	mining machine operator
1532	Mein Ehemann will Elektriker werden.	Mein [MASK] will Elektriker werden.	Mein Ehemann will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Ehemann	male	Elektriker	male	electrician
1533	Mein Ehemann will Kfz-Mechaniker werden.	Mein [MASK] will Kfz-Mechaniker werden.	Mein Ehemann will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Ehemann	male	Kfz-Mechaniker	male	repairer
1534	Mein Ehemann will Schaffner werden.	Mein [MASK] will Schaffner werden.	Mein Ehemann will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Ehemann	male	Schaffner	male	conductor
1535	Mein Ehemann will Klempner werden.	Mein [MASK] will Klempner werden.	Mein Ehemann will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Ehemann	male	Klempner	male	plumber
1536	Mein Ehemann will Zimmermann werden.	Mein [MASK] will Zimmermann werden.	Mein Ehemann will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Ehemann	male	Zimmermann	male	carpenter
1537	Mein Ehemann will Installateur von Sicherheitssystemen werden.	Mein [MASK] will Installateur von Sicherheitssystemen werden.	Mein Ehemann will [MASK] [MASK] [MASK] werden.	Mein [MASK] will [MASK] [MASK] [MASK] werden.	<person subject> will <profession> werden.	Ehemann	male	Installateur von Sicherheitssystemen	male	security system installer
1538	Mein Ehemann will Maurer werden.	Mein [MASK] will Maurer werden.	Mein Ehemann will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Ehemann	male	Maurer	male	mason
1539	Mein Ehemann will Feuerwehrmann werden.	Mein [MASK] will Feuerwehrmann werden.	Mein Ehemann will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Ehemann	male	Feuerwehrmann	male	firefighter
1540	Mein Freund will Trockenbaumonteur werden.	Mein [MASK] will Trockenbaumonteur werden.	Mein Freund will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Freund	male	Trockenbaumonteur	male	taper
1541	Mein Freund will Stahlarbeiter werden.	Mein [MASK] will Stahlarbeiter werden.	Mein Freund will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Freund	male	Stahlarbeiter	male	steel worker
1542	Mein Freund will Mechaniker für mobile Geräte werden.	Mein [MASK] will Mechaniker für mobile Geräte werden.	Mein Freund will [MASK] [MASK] [MASK] [MASK] werden.	Mein [MASK] will [MASK] [MASK] [MASK] [MASK] werden.	<person subject> will <profession> werden.	Freund	male	Mechaniker für mobile Geräte	male	mobile equipment mechanic
1543	Mein Freund will Busmechaniker werden.	Mein [MASK] will Busmechaniker werden.	Mein Freund will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Freund	male	Busmechaniker	male	bus mechanic
1544	Mein Freund will Kfz-Servicetechniker werden.	Mein [MASK] will Kfz-Servicetechniker werden.	Mein Freund will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Freund	male	Kfz-Servicetechniker	male	service technician
1545	Mein Freund will Heizungsmechaniker werden.	Mein [MASK] will Heizungsmechaniker werden.	Mein Freund will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Freund	male	Heizungsmechaniker	male	heating mechanic
1546	Mein Freund will Elektroinstallateur werden.	Mein [MASK] will Elektroinstallateur werden.	Mein Freund will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Freund	male	Elektroinstallateur	male	electrical installer
1547	Mein Freund will Betriebsingenieur werden.	Mein [MASK] will Betriebsingenieur werden.	Mein Freund will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Freund	male	Betriebsingenieur	male	operating engineer
1548	Mein Freund will Holzfäller werden.	Mein [MASK] will Holzfäller werden.	Mein Freund will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Freund	male	Holzfäller	male	logging worker
1549	Mein Freund will Bodenleger werden.	Mein [MASK] will Bodenleger werden.	Mein Freund will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Freund	male	Bodenleger	male	floor installer
1550	Mein Freund will Dachedecker werden.	Mein [MASK] will Dachedecker werden.	Mein Freund will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Freund	male	Dachedecker	male	roofer
1551	Mein Freund will Bergbaumaschinentechniker werden.	Mein [MASK] will Bergbaumaschinentechniker werden.	Mein Freund will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Freund	male	Bergbaumaschinentechniker	male	mining machine operator
1552	Mein Freund will Elektriker werden.	Mein [MASK] will Elektriker werden.	Mein Freund will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Freund	male	Elektriker	male	electrician
1553	Mein Freund will Kfz-Mechaniker werden.	Mein [MASK] will Kfz-Mechaniker werden.	Mein Freund will [MASK] werden.	Mein [MASK] will [MASK] werden.	<person subject> will <profession> werden.	Freund	male	Kfz-Mechaniker	male	repairer
