,uid,sentence_text,tokens,profession,g,profession_first_index,g_first_index,predicted gender,stereotype,distance,num_of_pronouns,corpus,data_index
938,939,"Although his driver 's license was up - to - date , the inspection sticker had expired , and the bedraggled singer found himself in the back of the police cruiser .","['Although', 'his', 'driver', ""'s"", 'license', 'was', 'up', '-', 'to', '-', 'date', ',', 'the', 'inspection', 'sticker', 'had', 'expired', ',', 'and', 'the', 'bedraggled', 'singer', 'found', 'himself', 'in', 'the', 'back', 'of', 'the', 'police', 'cruiser', '.']",singer,himself,21,23,Male,1,2,2,wikipedia,3
939,940,"Strauch , mad painter , isolates himself from the world by retreating to the hamlet of Weng near Schwarzach i m Pongau .","['Strauch', ',', 'mad', 'painter', ',', 'isolates', 'himself', 'from', 'the', 'world', 'by', 'retreating', 'to', 'the', 'hamlet', 'of', 'Weng', 'near', 'Schwarzach', 'i', 'm', 'Pongau', '.']",painter,himself,3,6,Male,1,3,1,wikipedia,3
940,941,"Finding herself "" connected through music "" , the singer decided to record a new album , which she titled "" Madame X "" : "" I found my tribe [ in Lisbon ] and a magical world of incredible musicians that reinforced my belief that music across the world is truly all connected and is the soul of the universe . ""","['Finding', 'herself', '""', 'connected', 'through', 'music', '""', ',', 'the', 'singer', 'decided', 'to', 'record', 'a', 'new', 'album', ',', 'which', 'she', 'titled', '""', 'Madame', 'X', '""', ':', '""', 'I', 'found', 'my', 'tribe', '[', 'in', 'Lisbon', ']', 'and', 'a', 'magical', 'world', 'of', 'incredible', 'musicians', 'that', 'reinforced', 'my', 'belief', 'that', 'music', 'across', 'the', 'world', 'is', 'truly', 'all', 'connected', 'and', 'is', 'the', 'soul', 'of', 'the', 'universe', '.', '""']",singer,herself,9,1,Female,-1,8,2,wikipedia,3
941,942,"In all branches of jurisprudence the judge takes evidence himself , only assisted by the parties or their lawyers , although in some branches the court is limited to proof , referred by the parties .","['In', 'all', 'branches', 'of', 'jurisprudence', 'the', 'judge', 'takes', 'evidence', 'himself', ',', 'only', 'assisted', 'by', 'the', 'parties', 'or', 'their', 'lawyers', ',', 'although', 'in', 'some', 'branches', 'the', 'court', 'is', 'limited', 'to', 'proof', ',', 'referred', 'by', 'the', 'parties', '.']",judge,himself,6,9,Male,1,3,1,wikipedia,3
942,943,A century ago a farmer slaughtered three male students at the school before drowning himself in the nearby lake .,"['A', 'century', 'ago', 'a', 'farmer', 'slaughtered', 'three', 'male', 'students', 'at', 'the', 'school', 'before', 'drowning', 'himself', 'in', 'the', 'nearby', 'lake', '.']",farmer,himself,4,14,Male,1,10,1,wikipedia,3
943,944,"--A person representing himself to be a telegraphic operator from Washington , called B.","['--A', 'person', 'representing', 'himself', 'to', 'be', 'a', 'telegraphic', 'operator', 'from', 'Washington', ',', 'called', 'B.']",person,himself,1,3,Male,-1,2,1,perseus,3
944,945,"However , when they go to treat Mr. Danielson 's accountant , who had poisoned himself as a suicide attempt , Jo realizes that the doctor is a charlatan .","['However', ',', 'when', 'they', 'go', 'to', 'treat', 'Mr.', 'Danielson', ""'s"", 'accountant', ',', 'who', 'had', 'poisoned', 'himself', 'as', 'a', 'suicide', 'attempt', ',', 'Jo', 'realizes', 'that', 'the', 'doctor', 'is', 'a', 'charlatan', '.']",accountant,himself,10,15,Male,-1,5,1,wikipedia,3
945,946,"There is also a note appended to deeds of sale , mentioning that a family friend had hanged himself from a tree in the bush , because of love for the niece .","['There', 'is', 'also', 'a', 'note', 'appended', 'to', 'deeds', 'of', 'sale', ',', 'mentioning', 'that', 'a', 'family', 'friend', 'had', 'hanged', 'himself', 'from', 'a', 'tree', 'in', 'the', 'bush', ',', 'because', 'of', 'love', 'for', 'the', 'niece', '.']",friend,himself,15,18,Male,0,3,1,wikipedia,3
946,947,"With his own career taking second place to the latter endeavour , following the Concert for Bangladesh in August 1971 , Harrison 's musical activities included helping American musician Gary Wright establish himself as a solo artist .","['With', 'his', 'own', 'career', 'taking', 'second', 'place', 'to', 'the', 'latter', 'endeavour', ',', 'following', 'the', 'Concert', 'for', 'Bangladesh', 'in', 'August', '1971', ',', 'Harrison', ""'s"", 'musical', 'activities', 'included', 'helping', 'American', 'musician', 'Gary', 'Wright', 'establish', 'himself', 'as', 'a', 'solo', 'artist', '.']",musician,himself,28,32,Male,1,4,2,wikipedia,3
947,948,"To prove this , he orders his replicant assistant , a newly developed Nexus-9 , to purposely cut himself and then decide between Wallace 's life and his own .","['To', 'prove', 'this', ',', 'he', 'orders', 'his', 'replicant', 'assistant', ',', 'a', 'newly', 'developed', 'Nexus-9', ',', 'to', 'purposely', 'cut', 'himself', 'and', 'then', 'decide', 'between', 'Wallace', ""'s"", 'life', 'and', 'his', 'own', '.']",assistant,himself,8,18,Male,-1,10,4,wikipedia,3
948,949,The experienced surgeon distinguishes himself by the fact that he is right about the situation and converts sooner that later to conventional cholecystectomy if there 's any doubt .,"['The', 'experienced', 'surgeon', 'distinguishes', 'himself', 'by', 'the', 'fact', 'that', 'he', 'is', 'right', 'about', 'the', 'situation', 'and', 'converts', 'sooner', 'that', 'later', 'to', 'conventional', 'cholecystectomy', 'if', 'there', ""'s"", 'any', 'doubt', '.']",surgeon,himself,2,4,Male,1,2,2,pubmed,3
949,950,"The song serves as the narrative for the sequence , in which a strait - laced professor imagines himself duelling with the fashion photographer boyfriend of the young woman he obsessively spies on through a hole in the wall separating their apartments .","['The', 'song', 'serves', 'as', 'the', 'narrative', 'for', 'the', 'sequence', ',', 'in', 'which', 'a', 'strait', '-', 'laced', 'professor', 'imagines', 'himself', 'duelling', 'with', 'the', 'fashion', 'photographer', 'boyfriend', 'of', 'the', 'young', 'woman', 'he', 'obsessively', 'spies', 'on', 'through', 'a', 'hole', 'in', 'the', 'wall', 'separating', 'their', 'apartments', '.']",professor,himself,16,18,Male,1,2,2,wikipedia,3
950,951,Her father was a journalist who often involved himself in controversial issues .,"['Her', 'father', 'was', 'a', 'journalist', 'who', 'often', 'involved', 'himself', 'in', 'controversial', 'issues', '.']",journalist,himself,4,8,Male,-1,4,2,wikipedia,3
951,952,"Later , Bates carved a niche in the world of horror films and played important roles or the lead in several Hammer Horror productions , such as "" Taste the Blood of Dracula "" , "" The Horror of Frankenstein "" , "" Lust for a Vampire "" , and "" Dr. Jekyll and Sister Hyde "" , in which he played a doctor who mistakenly transforms himself into a beautiful siren .","['Later', ',', 'Bates', 'carved', 'a', 'niche', 'in', 'the', 'world', 'of', 'horror', 'films', 'and', 'played', 'important', 'roles', 'or', 'the', 'lead', 'in', 'several', 'Hammer', 'Horror', 'productions', ',', 'such', 'as', '""', 'Taste', 'the', 'Blood', 'of', 'Dracula', '""', ',', '""', 'The', 'Horror', 'of', 'Frankenstein', '""', ',', '""', 'Lust', 'for', 'a', 'Vampire', '""', ',', 'and', '""', 'Dr.', 'Jekyll', 'and', 'Sister', 'Hyde', '""', ',', 'in', 'which', 'he', 'played', 'a', 'doctor', 'who', 'mistakenly', 'transforms', 'himself', 'into', 'a', 'beautiful', 'siren', '.']",doctor,himself,63,67,Male,1,4,2,wikipedia,3
952,953,"Wrestler and mixed martial artist Alexander Otsuka has revealed himself as a fan of Yoshizawa , while All Japan Pro Wrestling held a special "" Akiho Yoshizawa Cup "" at an event sponsored by S1","['Wrestler', 'and', 'mixed', 'martial', 'artist', 'Alexander', 'Otsuka', 'has', 'revealed', 'himself', 'as', 'a', 'fan', 'of', 'Yoshizawa', ',', 'while', 'All', 'Japan', 'Pro', 'Wrestling', 'held', 'a', 'special', '""', 'Akiho', 'Yoshizawa', 'Cup', '""', 'at', 'an', 'event', 'sponsored', 'by', 'S1']",artist,himself,4,9,Male,1,5,1,wikipedia,3
953,954,Shame was the central psychodynamic aetiology ; it was too shameful for the patient to talk about or withdraw himself from the predicaments in which he was trapped .,"['Shame', 'was', 'the', 'central', 'psychodynamic', 'aetiology', ';', 'it', 'was', 'too', 'shameful', 'for', 'the', 'patient', 'to', 'talk', 'about', 'or', 'withdraw', 'himself', 'from', 'the', 'predicaments', 'in', 'which', 'he', 'was', 'trapped', '.']",patient,himself,13,19,Male,0,6,2,pubmed,3
954,955,"It tells the story of Ally McBeal , a young lawyer who found herself without a job after being sexually harassed by her boss , only to end up employed by her friend from college , Richard Fish , to work in the firm he created with his friend John Cage , named "" Cage & Fish . ""","['It', 'tells', 'the', 'story', 'of', 'Ally', 'McBeal', ',', 'a', 'young', 'lawyer', 'who', 'found', 'herself', 'without', 'a', 'job', 'after', 'being', 'sexually', 'harassed', 'by', 'her', 'boss', ',', 'only', 'to', 'end', 'up', 'employed', 'by', 'her', 'friend', 'from', 'college', ',', 'Richard', 'Fish', ',', 'to', 'work', 'in', 'the', 'firm', 'he', 'created', 'with', 'his', 'friend', 'John', 'Cage', ',', 'named', '""', 'Cage', '&', 'Fish', '.', '""']",lawyer,herself,10,13,Female,-1,3,5,wikipedia,3
955,956,"Thus , the artist dedicates himself in a multifaceted way to the ever - present question of the end of painting and of its aesthetic cultural tradition .","['Thus', ',', 'the', 'artist', 'dedicates', 'himself', 'in', 'a', 'multifaceted', 'way', 'to', 'the', 'ever', '-', 'present', 'question', 'of', 'the', 'end', 'of', 'painting', 'and', 'of', 'its', 'aesthetic', 'cultural', 'tradition', '.']",artist,himself,3,5,Male,1,2,1,wikipedia,3
956,957,"His assistant , Danny Wooten , kills himself , but not before contacting the woman who sent the suit .","['His', 'assistant', ',', 'Danny', 'Wooten', ',', 'kills', 'himself', ',', 'but', 'not', 'before', 'contacting', 'the', 'woman', 'who', 'sent', 'the', 'suit', '.']",assistant,himself,1,7,Male,-1,6,2,wikipedia,3
957,958,"After 48-year - old systems analyst George Sodini killed three women and himself in the 2009 Collier Township shooting , media asked whether he had been influenced by his involvement in the PUA community .","['After', '48', '-', 'year', '-', 'old', 'systems', 'analyst', 'George', 'Sodini', 'killed', 'three', 'women', 'and', 'himself', 'in', 'the', '2009', 'Collier', 'Township', 'shooting', ',', 'media', 'asked', 'whether', 'he', 'had', 'been', 'influenced', 'by', 'his', 'involvement', 'in', 'the', 'PUA', 'community', '.']",analyst,himself,7,14,Male,1,7,3,wikipedia,3
958,959,"Stuart Sherman , a prominent academic , complained in the "" Nation "" that the author had confined himself to a mere "" representation of animal behavior . ""","['Stuart', 'Sherman', ',', 'a', 'prominent', 'academic', ',', 'complained', 'in', 'the', '""', 'Nation', '""', 'that', 'the', 'author', 'had', 'confined', 'himself', 'to', 'a', 'mere', '""', 'representation', 'of', 'animal', 'behavior', '.', '""']",author,himself,15,18,Male,-1,3,1,wikipedia,3
959,960,"Distancing himself from the precious , affected mannerist vogue , the artist inaugurated a frank , robust , energetic style .","['Distancing', 'himself', 'from', 'the', 'precious', ',', 'affected', 'mannerist', 'vogue', ',', 'the', 'artist', 'inaugurated', 'a', 'frank', ',', 'robust', ',', 'energetic', 'style', '.']",artist,himself,11,1,Male,1,10,1,wikipedia,3
960,961,"For instance , Philip Pullman , the English author of the "" His Dark Materials "" fantasy trilogy , which has atheism as a major theme , is an explicit atheist , but also describes himself as technically an agnostic .","['For', 'instance', ',', 'Philip', 'Pullman', ',', 'the', 'English', 'author', 'of', 'the', '""', 'His', 'Dark', 'Materials', '""', 'fantasy', 'trilogy', ',', 'which', 'has', 'atheism', 'as', 'a', 'major', 'theme', ',', 'is', 'an', 'explicit', 'atheist', ',', 'but', 'also', 'describes', 'himself', 'as', 'technically', 'an', 'agnostic', '.']",author,himself,8,35,Male,-1,27,2,wikipedia,3
961,962,"In order to help a patient with a chronic disease motivate himself , caregivers spontaneously make use of reason with a view to having the patient share the caregivers ' point of view , in other words , to some extent , transforming the care recipient into a caregiver .","['In', 'order', 'to', 'help', 'a', 'patient', 'with', 'a', 'chronic', 'disease', 'motivate', 'himself', ',', 'caregivers', 'spontaneously', 'make', 'use', 'of', 'reason', 'with', 'a', 'view', 'to', 'having', 'the', 'patient', 'share', 'the', 'caregivers', ""'"", 'point', 'of', 'view', ',', 'in', 'other', 'words', ',', 'to', 'some', 'extent', ',', 'transforming', 'the', 'care', 'recipient', 'into', 'a', 'caregiver', '.']",patient,himself,5,11,Male,0,6,1,pubmed,3
962,963,"However , since no king or person of importance would be willing to sacrifice himself or his children , the scapegoat in actual rituals would be someone of lower society who would be given value through special treatment such as fine clothes and dining before the sacrificial ceremony .","['However', ',', 'since', 'no', 'king', 'or', 'person', 'of', 'importance', 'would', 'be', 'willing', 'to', 'sacrifice', 'himself', 'or', 'his', 'children', ',', 'the', 'scapegoat', 'in', 'actual', 'rituals', 'would', 'be', 'someone', 'of', 'lower', 'society', 'who', 'would', 'be', 'given', 'value', 'through', 'special', 'treatment', 'such', 'as', 'fine', 'clothes', 'and', 'dining', 'before', 'the', 'sacrificial', 'ceremony', '.']",person,himself,6,14,Male,-1,8,2,wikipedia,3
963,964,"The charge nurse , finding herself in a situation which amounted to a crisis in the work of the department and the lives of the staff , introduced a process which sought to establish that control .","['The', 'charge', 'nurse', ',', 'finding', 'herself', 'in', 'a', 'situation', 'which', 'amounted', 'to', 'a', 'crisis', 'in', 'the', 'work', 'of', 'the', 'department', 'and', 'the', 'lives', 'of', 'the', 'staff', ',', 'introduced', 'a', 'process', 'which', 'sought', 'to', 'establish', 'that', 'control', '.']",nurse,herself,2,5,Female,1,3,1,pubmed,3
964,965,"General Averell 's command numbered about 4,000 sabers and a light battery , a larger cavalry force than can be found in the rebel army between Fredericksburg and Richmond , and yet that officer seems to have contented himself between April 29th , and May","['General', 'Averell', ""'s"", 'command', 'numbered', 'about', '4,000', 'sabers', 'and', 'a', 'light', 'battery', ',', 'a', 'larger', 'cavalry', 'force', 'than', 'can', 'be', 'found', 'in', 'the', 'rebel', 'army', 'between', 'Fredericksburg', 'and', 'Richmond', ',', 'and', 'yet', 'that', 'officer', 'seems', 'to', 'have', 'contented', 'himself', 'between', 'April', '29th', ',', 'and', 'May']",officer,himself,33,38,Male,1,5,1,perseus,3
965,966,Suddenly the 27-year - old assistant professor of Germanic languages and literatures found himself in a significant position to influence the future of a field that was n't much older than he was . â€,"['Suddenly', 'the', '27', '-', 'year', '-', 'old', 'assistant', 'professor', 'of', 'Germanic', 'languages', 'and', 'literatures', 'found', 'himself', 'in', 'a', 'significant', 'position', 'to', 'influence', 'the', 'future', 'of', 'a', 'field', 'that', 'was', ""n't"", 'much', 'older', 'than', 'he', 'was', '.', 'â€\x9d']",professor,himself,8,15,Male,1,7,2,wikipedia,3
966,967,"After Julia Gillard became the first female prime minister of Australia in June 2010 , a Melbourne street artist calling himself Phoenix pasted Gillard 's face into a new monochrome version of the "" We Can Do It ! "" poster . ""","['After', 'Julia', 'Gillard', 'became', 'the', 'first', 'female', 'prime', 'minister', 'of', 'Australia', 'in', 'June', '2010', ',', 'a', 'Melbourne', 'street', 'artist', 'calling', 'himself', 'Phoenix', 'pasted', 'Gillard', ""'s"", 'face', 'into', 'a', 'new', 'monochrome', 'version', 'of', 'the', '""', 'We', 'Can', 'Do', 'It', '!', '""', 'poster', '.', '""']",artist,himself,18,20,Male,1,2,1,wikipedia,3
