,prompt,source
693,"Topham was playing with the three books, setting them up, putting them flat again.",mnli
694,Joe thought he was an experienced baker. But only learned how to bake on his own. His friend suggested that he take a baking class. And he reluctantly did.,roc
695,"I took the dog for a long walk today. It wasn't as hot, so we took our time. She smelled the flowers and peed on a mailbox.",roc
696,Juliette lived in a huge house. She would often wander around it alone at night. One day she tripped over a pair of her brothers sneakers.,roc
697,"To take the fragment of green material first, I found it caught in the bolt of the communicating door between that room and the adjoining one occupied by Mademoiselle Cynthia.",mnli
698,It was raining outside that's why i can't go anywhere. There is no good movie to watch so i just eat whatever i want.,roc
699,"Ben ordered a carry out pizza. Once it was finished, he drove to get it. The cashier tried to put the pizza in the box.",roc
700,"After Dottie's failed butterfly hunt, she was thirsty. It was a sweltering day. Ditties slammed open the screen door and announced her dire situation.",roc
701,"She struggled violently, but the men were too strong for her.",mnli
702,My sister was being unfair about sharing our car. I called my mom. My mom told me that she was being perfectly fair.,roc
703,"No, sir, not then, but I expect she did later.",mnli
704,He stood looking at her with a kind of desperate irresolution.,mnli
705,"I bought a retro toy called Fluffkin. I bought the purple haired doll home in its original box yesterday. I placed it on the mantle, hoping it would attract questions.",roc
706,"I thank you for your aid, said the man.",mnli
707,I met a girl online and met her at her college dorm. We had so much fun together.,roc
708,My friend Dick and I used to play chess in the atrium of our building. We played speed games during lunch.,roc
709,George challenged Sara to a swim off. It was in the ocean instead of the pool. Sara is such a strong swimmer. She easily beat George.,roc
710,Ann went to the fair. She went on a small ride. But it was still too much for her. Ann ended up getting sick.,roc
711,"Adrin held his new rapier, the one Jon had given him.",mnli
712,"Kind old beggar, muttered Tommy, as he flung it aside.",mnli
713,The two cars were parked on the white line. They were ready to race! The winner was going to receive $1000 dollars. The yellow car flew out ahead.,roc
714,"Annie remembered standing at this same quilt show last year. This time around, she had a quilt on display. She reflected on all she had experienced and accomplished.",roc
715,Susan and Matt were told they had 13 days to move from their house. They hadn't planned on moving but their landlord was making them.,roc
716,Tim was trick or treating with friends. They all got a lot of candy. Tim noticed one friend had more than everyone else. They all checked his bag.,roc
717,But there ARE places in London where simply every one is bound to turn up sooner or later.,mnli
718,"The professor did not explode with fury, because a large amount of substances imported through diplomatic channels from the USA entered his blood stream from three mini-containers located on his right wrist.",mnli
719,"I've been married to my husband for fifteen years. We have three kids together. Today, I found a note where he usually sleeps.",roc
720,"If she shrieked for help there was very little chance of anyone hearing her, whereas there was probably quite a good chance of Mrs. Vandemeyer's shooting her.",mnli
721,"They went down in single file, Julius leading.",mnli
722,"She was right, most individual telemarketers were below twenty.",mnli
723,I couldn't stand up; to stand would be to fall.,mnli
724,I worked myself up to be more and more distressed.,mnli
725,Gia had put her daughter down for a nap. Gia went into the living room and began to do housework. Gia heard a noise coming from her bathroom.,roc
726,Skip was a talented writer. He thought to himself he should make a living out of it. He moved to Nashville to see if he could write songs.,roc
727,Jon returned to the camp with good tidings and two wrapped loaves of Gauve's wife's bread.,mnli
728,Dust clung to his moist lips as he whispered prayers in an unknown tongue.,mnli
729,I'll let you stay up to call signals from here.,mnli
730,Then Julius Hersheimmer dashes up and rescues you in true melodramatic style.,mnli
731,"I don't care a damn where you're going, growled Tommy.",mnli
732,But Don Cazar's first words were a little startling.,mnli
733,Controlling my body somehow to cover for me.,mnli
734,Fight them at the mine entrances and pull them into the mine.,mnli
735,"I stared at the front page, and wanted to cry.",mnli
736,"He copied the contents from a portal for career-minded people, from the profile of one Richard Ciemiecki, winner of the 'manager of the minute' contest (second one in a row at 23:28, in the field of telecommunications.)",mnli
737,You think? There was a moment of deep thought on the seventh step of the titanium ladder.,mnli
738,This is the best we can do.  The jumble of tools had obviously been salvaged from the kits on the tractors in the camp.,mnli
739,"Earl devoted most of his day towards reviewing for his math test. After studying for a few hours, Sam called him.",roc
740,"Tuppence seemed to shake herself free of it with an effort, as she said: ""We couldn't do that, could we, Tommy?"" But to her surprise, her companion did not back her up.",mnli
741,Jen's daughter was a toddler. Jen had left some expensive powder within reach in the bathroom. Jen walked into the bathroom and her daughter had made a mess with it.,roc
742,"The sooner I get this experience over with, the better.'",mnli
743,They sent me in to wait on Mr. Beresford.,mnli
744,I must go through with this business to the end.,mnli
745,"Ronnie, seven, needed help with some of his computer homework. I invited over to my place to use my computer.",roc
746,"I ran away from home at age 15. I was sad, angry, and hated my family due to years of extreme abuse.",roc
747,I was at home looking for my phone charger. I must have left it at work. I started to get scared. I pounded on my neighbor's door.,roc
748,You ... bartender The sergeant now looked to Fowler.,mnli
749,For breakfast I decided to have some cereal. I poured some milk into the cereal. When I began eating I knew something didn't taste right.,roc
750,"I am here, my friend. He had stepped outside the French window, and was standing, apparently lost in admiration, before the various shaped flower beds.",mnli
751,"No, the earlier one when the Spanish came in under Cortés and broke up the Aztec empire ... back in the 1500's.",mnli
